SBY 19:41:39 [sby_work_buggy] Removing directory '/mnt/d/BaiduSyncdisk/02_Precex/samples/prestudy/s03/sby_work_buggy'.
SBY 19:41:39 [sby_work_buggy] Copy '/mnt/d/BaiduSyncdisk/02_Precex/samples/prestudy/s03/buggy.sv' to '/mnt/d/BaiduSyncdisk/02_Precex/samples/prestudy/s03/sby_work_buggy/src/buggy.sv'.
SBY 19:41:39 [sby_work_buggy] engine_0: smtbmc
SBY 19:41:39 [sby_work_buggy] base: starting process "cd sby_work_buggy/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 19:41:39 [sby_work_buggy] base: finished (returncode=0)
SBY 19:41:39 [sby_work_buggy] prep: starting process "cd sby_work_buggy/model; yosys -ql design_prep.log design_prep.ys"
SBY 19:41:39 [sby_work_buggy] prep: finished (returncode=0)
SBY 19:41:39 [sby_work_buggy] smt2: starting process "cd sby_work_buggy/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 19:41:39 [sby_work_buggy] smt2: finished (returncode=0)
SBY 19:41:39 [sby_work_buggy] engine_0: starting process "cd sby_work_buggy; /mnt/d/BaiduSyncdisk/02_Precex/smoke/yosys-smtbmc-z3.sh --presat --unroll --noprogress -t 270  --append 0 --dump-vcd engine_0/trace.vcd --dump-yw engine_0/trace.yw --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Solver: z3
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 0..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 0..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 1..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 1..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 2..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 2..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 3..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 3..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 4..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 4..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 5..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 5..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 6..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 6..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 7..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 7..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 8..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 8..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 9..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 9..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 10..
SBY 19:41:39 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 10..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 11..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 11..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 12..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 12..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:00  Checking assumptions in step 13..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:00  Checking assertions in step 13..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:01  Checking assumptions in step 14..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:01  Checking assertions in step 14..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:01  Checking assumptions in step 15..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:01  Checking assertions in step 15..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:01  Checking assumptions in step 16..
SBY 19:41:40 [sby_work_buggy] engine_0: ##   0:00:01  Checking assertions in step 16..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:01  Checking assumptions in step 17..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:01  Checking assertions in step 17..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:01  Checking assumptions in step 18..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:01  Checking assertions in step 18..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:02  Checking assumptions in step 19..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:02  Checking assertions in step 19..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:02  Checking assumptions in step 20..
SBY 19:41:41 [sby_work_buggy] engine_0: ##   0:00:02  Checking assertions in step 20..
SBY 19:41:42 [sby_work_buggy] engine_0: ##   0:00:02  Checking assumptions in step 21..
SBY 19:41:42 [sby_work_buggy] engine_0: ##   0:00:02  Checking assertions in step 21..
SBY 19:41:42 [sby_work_buggy] engine_0: ##   0:00:03  Checking assumptions in step 22..
SBY 19:41:42 [sby_work_buggy] engine_0: ##   0:00:03  Checking assertions in step 22..
SBY 19:41:42 [sby_work_buggy] engine_0: ##   0:00:03  Checking assumptions in step 23..
SBY 19:41:42 [sby_work_buggy] engine_0: ##   0:00:03  Checking assertions in step 23..
SBY 19:41:43 [sby_work_buggy] engine_0: ##   0:00:03  Checking assumptions in step 24..
SBY 19:41:43 [sby_work_buggy] engine_0: ##   0:00:03  Checking assertions in step 24..
SBY 19:41:43 [sby_work_buggy] engine_0: ##   0:00:04  Checking assumptions in step 25..
SBY 19:41:43 [sby_work_buggy] engine_0: ##   0:00:04  Checking assertions in step 25..
SBY 19:41:44 [sby_work_buggy] engine_0: ##   0:00:04  Checking assumptions in step 26..
SBY 19:41:44 [sby_work_buggy] engine_0: ##   0:00:04  Checking assertions in step 26..
SBY 19:41:44 [sby_work_buggy] engine_0: ##   0:00:05  Checking assumptions in step 27..
SBY 19:41:45 [sby_work_buggy] engine_0: ##   0:00:05  Checking assertions in step 27..
SBY 19:41:45 [sby_work_buggy] engine_0: ##   0:00:06  Checking assumptions in step 28..
SBY 19:41:45 [sby_work_buggy] engine_0: ##   0:00:06  Checking assertions in step 28..
SBY 19:41:46 [sby_work_buggy] engine_0: ##   0:00:06  Checking assumptions in step 29..
SBY 19:41:46 [sby_work_buggy] engine_0: ##   0:00:06  Checking assertions in step 29..
SBY 19:41:46 [sby_work_buggy] engine_0: ##   0:00:07  Checking assumptions in step 30..
SBY 19:41:46 [sby_work_buggy] engine_0: ##   0:00:07  Checking assertions in step 30..
SBY 19:41:47 [sby_work_buggy] engine_0: ##   0:00:08  Checking assumptions in step 31..
SBY 19:41:47 [sby_work_buggy] engine_0: ##   0:00:08  Checking assertions in step 31..
SBY 19:41:48 [sby_work_buggy] engine_0: ##   0:00:09  Checking assumptions in step 32..
SBY 19:41:48 [sby_work_buggy] engine_0: ##   0:00:09  Checking assertions in step 32..
SBY 19:41:49 [sby_work_buggy] engine_0: ##   0:00:09  Checking assumptions in step 33..
SBY 19:41:49 [sby_work_buggy] engine_0: ##   0:00:09  Checking assertions in step 33..
SBY 19:41:49 [sby_work_buggy] engine_0: ##   0:00:10  Checking assumptions in step 34..
SBY 19:41:49 [sby_work_buggy] engine_0: ##   0:00:10  Checking assertions in step 34..
SBY 19:41:50 [sby_work_buggy] engine_0: ##   0:00:11  Checking assumptions in step 35..
SBY 19:41:50 [sby_work_buggy] engine_0: ##   0:00:11  Checking assertions in step 35..
SBY 19:41:51 [sby_work_buggy] engine_0: ##   0:00:12  Checking assumptions in step 36..
SBY 19:41:52 [sby_work_buggy] engine_0: ##   0:00:12  Checking assertions in step 36..
SBY 19:41:52 [sby_work_buggy] engine_0: ##   0:00:13  Checking assumptions in step 37..
SBY 19:41:53 [sby_work_buggy] engine_0: ##   0:00:13  Checking assertions in step 37..
SBY 19:41:54 [sby_work_buggy] engine_0: ##   0:00:15  Checking assumptions in step 38..
SBY 19:41:54 [sby_work_buggy] engine_0: ##   0:00:15  Checking assertions in step 38..
SBY 19:41:55 [sby_work_buggy] engine_0: ##   0:00:16  Checking assumptions in step 39..
SBY 19:41:55 [sby_work_buggy] engine_0: ##   0:00:16  Checking assertions in step 39..
SBY 19:41:55 [sby_work_buggy] engine_0: ##   0:00:15  Checking assumptions in step 40..
SBY 19:41:55 [sby_work_buggy] engine_0: ##   0:00:16  Checking assertions in step 40..
SBY 19:41:57 [sby_work_buggy] engine_0: ##   0:00:17  Checking assumptions in step 41..
SBY 19:41:57 [sby_work_buggy] engine_0: ##   0:00:17  Checking assertions in step 41..
SBY 19:41:58 [sby_work_buggy] engine_0: ##   0:00:19  Checking assumptions in step 42..
SBY 19:41:59 [sby_work_buggy] engine_0: ##   0:00:19  Checking assertions in step 42..
SBY 19:42:02 [sby_work_buggy] engine_0: ##   0:00:22  Checking assumptions in step 43..
SBY 19:42:02 [sby_work_buggy] engine_0: ##   0:00:23  Checking assertions in step 43..
SBY 19:42:04 [sby_work_buggy] engine_0: ##   0:00:25  Checking assumptions in step 44..
SBY 19:42:04 [sby_work_buggy] engine_0: ##   0:00:25  Checking assertions in step 44..
SBY 19:42:06 [sby_work_buggy] engine_0: ##   0:00:27  Checking assumptions in step 45..
SBY 19:42:06 [sby_work_buggy] engine_0: ##   0:00:27  Checking assertions in step 45..
SBY 19:42:09 [sby_work_buggy] engine_0: ##   0:00:29  Checking assumptions in step 46..
SBY 19:42:09 [sby_work_buggy] engine_0: ##   0:00:30  Checking assertions in step 46..
SBY 19:42:11 [sby_work_buggy] engine_0: ##   0:00:31  Checking assumptions in step 47..
SBY 19:42:11 [sby_work_buggy] engine_0: ##   0:00:32  Checking assertions in step 47..
SBY 19:42:14 [sby_work_buggy] engine_0: ##   0:00:35  Checking assumptions in step 48..
SBY 19:42:15 [sby_work_buggy] engine_0: ##   0:00:35  Checking assertions in step 48..
SBY 19:42:17 [sby_work_buggy] engine_0: ##   0:00:37  Checking assumptions in step 49..
SBY 19:42:17 [sby_work_buggy] engine_0: ##   0:00:38  Checking assertions in step 49..
SBY 19:42:20 [sby_work_buggy] engine_0: ##   0:00:40  Checking assumptions in step 50..
SBY 19:42:20 [sby_work_buggy] engine_0: ##   0:00:41  Checking assertions in step 50..
SBY 19:42:23 [sby_work_buggy] engine_0: ##   0:00:44  Checking assumptions in step 51..
SBY 19:42:24 [sby_work_buggy] engine_0: ##   0:00:45  Checking assertions in step 51..
SBY 19:42:26 [sby_work_buggy] engine_0: ##   0:00:47  Checking assumptions in step 52..
SBY 19:42:27 [sby_work_buggy] engine_0: ##   0:00:47  Checking assertions in step 52..
SBY 19:42:27 [sby_work_buggy] engine_0: ##   0:00:47  Checking assumptions in step 53..
SBY 19:42:27 [sby_work_buggy] engine_0: ##   0:00:47  Checking assertions in step 53..
SBY 19:42:29 [sby_work_buggy] engine_0: ##   0:00:49  Checking assumptions in step 54..
SBY 19:42:29 [sby_work_buggy] engine_0: ##   0:00:50  Checking assertions in step 54..
SBY 19:42:31 [sby_work_buggy] engine_0: ##   0:00:51  Checking assumptions in step 55..
SBY 19:42:32 [sby_work_buggy] engine_0: ##   0:00:52  Checking assertions in step 55..
SBY 19:42:34 [sby_work_buggy] engine_0: ##   0:00:54  Checking assumptions in step 56..
SBY 19:42:35 [sby_work_buggy] engine_0: ##   0:00:55  Checking assertions in step 56..
SBY 19:42:37 [sby_work_buggy] engine_0: ##   0:00:57  Checking assumptions in step 57..
SBY 19:42:37 [sby_work_buggy] engine_0: ##   0:00:58  Checking assertions in step 57..
SBY 19:42:40 [sby_work_buggy] engine_0: ##   0:01:00  Checking assumptions in step 58..
SBY 19:42:41 [sby_work_buggy] engine_0: ##   0:01:02  Checking assertions in step 58..
SBY 19:42:43 [sby_work_buggy] engine_0: ##   0:01:04  Checking assumptions in step 59..
SBY 19:42:44 [sby_work_buggy] engine_0: ##   0:01:04  Checking assertions in step 59..
SBY 19:42:46 [sby_work_buggy] engine_0: ##   0:01:06  Checking assumptions in step 60..
SBY 19:42:47 [sby_work_buggy] engine_0: ##   0:01:07  Checking assertions in step 60..
SBY 19:42:50 [sby_work_buggy] engine_0: ##   0:01:10  Checking assumptions in step 61..
SBY 19:42:51 [sby_work_buggy] engine_0: ##   0:01:11  Checking assertions in step 61..
SBY 19:42:53 [sby_work_buggy] engine_0: ##   0:01:13  Checking assumptions in step 62..
SBY 19:42:53 [sby_work_buggy] engine_0: ##   0:01:14  Checking assertions in step 62..
SBY 19:42:57 [sby_work_buggy] engine_0: ##   0:01:17  Checking assumptions in step 63..
SBY 19:42:57 [sby_work_buggy] engine_0: ##   0:01:18  Checking assertions in step 63..
SBY 19:42:59 [sby_work_buggy] engine_0: ##   0:01:19  Checking assumptions in step 64..
SBY 19:43:00 [sby_work_buggy] engine_0: ##   0:01:21  Checking assertions in step 64..
SBY 19:43:04 [sby_work_buggy] engine_0: ##   0:01:24  Checking assumptions in step 65..
SBY 19:43:05 [sby_work_buggy] engine_0: ##   0:01:25  Checking assertions in step 65..
SBY 19:43:10 [sby_work_buggy] engine_0: ##   0:01:30  Checking assumptions in step 66..
SBY 19:43:12 [sby_work_buggy] engine_0: ##   0:01:32  Checking assertions in step 66..
SBY 19:43:15 [sby_work_buggy] engine_0: ##   0:01:35  Checking assumptions in step 67..
SBY 19:43:16 [sby_work_buggy] engine_0: ##   0:01:36  Checking assertions in step 67..
